hotspot_fid,hotspot_id,source_year,legal_dong_code,site_code,district,place_name,display_name,accidents,casualties,deaths,serious_injuries,minor_injuries,reported_injuries,center_lng,center_lat,risk_score,risk_score_norm,risk_percentile,risk_level,risk_level_ko
6932092,2024051,2024,1156010300,11560002,서울 영등포구2,서울 영등포구 영등포동2가(영등포전통시장 부근),서울 영등포구 영등포동2가(영등포전통시장 부근),8,9,1,7,1,0,126.907790431516,37.519136806046,47.0,0.16,0.7893,medium,주의
6931850,2024051,2024,1156013200,11560003,서울 영등포구3,서울 영등포구 신길동(신길동홍어거리 부근),서울 영등포구 신길동(신길동홍어거리 부근),7,8,0,8,0,0,126.912788222421,37.511167991492,39.0,0.0533,0.432,medium,주의
6931929,2024051,2024,1156013300,11560004,서울 영등포구4,서울 영등포구 대림동(대림2동주민센터 부근),서울 영등포구 대림동(대림2동주민센터 부근),7,7,0,7,0,0,126.898124689929,37.493169529748,35.0,0.0,0.3196,low,관심
6932142,2024051,2024,1156013300,11560005,서울 영등포구5,서울 영등포구 대림동(이레약국 부근),서울 영등포구 대림동(이레약국 부근),7,7,0,7,0,0,126.900829968033,37.49123922746,35.0,0.0,0.3196,low,관심
6932141,2024051,2024,1156013200,11560006,서울 영등포구6,서울 영등포구 신길동(대신시장 부근),서울 영등포구 신길동(대신시장 부근),7,7,0,7,0,0,126.917737535963,37.511586693402,35.0,0.0,0.3196,low,관심
6931825,2024051,2024,1159010500,11590001,서울 동작구1,서울 동작구 흑석동(소망메디컬약국 부근),서울 동작구 흑석동(소망메디컬약국 부근),15,15,0,15,0,0,126.961720627105,37.507306575137,75.0,0.5333,0.9864,high,고위험
6931952,2024051,2024,1159010200,11590002,서울 동작구2,서울 동작구 상도동(행복한어린이집 부근),서울 동작구 상도동(행복한어린이집 부근),10,11,0,11,0,0,126.932580956312,37.4997537493,54.0,0.2533,0.8805,high,고위험
6931875,2024051,2024,1159010200,11590003,서울 동작구3,서울 동작구 상도동(구립로야어린이집 부근),서울 동작구 상도동(구립로야어린이집 부근),8,8,1,7,0,0,126.952083399669,37.497537541572,46.0,0.1467,0.7722,medium,주의
6932079,2024051,2024,1159010800,11590004,서울 동작구4,서울 동작구 대방동(신대방삼거리역교차로 부근),서울 동작구 대방동(신대방삼거리역교차로 부근),8,9,0,8,1,0,126.92797286481,37.498873531279,41.0,0.08,0.6361,medium,주의
6932044,2024051,2024,1159010700,11590005,서울 동작구5,서울 동작구 사당동(광주약국 부근),서울 동작구 사당동(광주약국 부근),7,7,1,6,0,0,126.982096468077,37.488032006913,41.0,0.08,0.6361,medium,주의
6931913,2024051,2024,1159010200,11590006,서울 동작구6,서울 동작구 상도동(상도3동주민센터 부근),서울 동작구 상도동(상도3동주민센터 부근),7,7,0,7,0,0,126.930862008438,37.499054236903,35.0,0.0,0.3196,low,관심
6932014,2024051,2024,1162010200,11620001,서울 관악구1,서울 관악구 신림동(신원약국 부근),서울 관악구 신림동(신원약국 부근),12,12,2,10,0,0,126.92609347454,37.484255039421,72.0,0.4933,0.9803,high,고위험
6932184,2024051,2024,1162010100,11620002,서울 관악구2,서울 관악구 봉천동(서울어린이집 부근),서울 관악구 봉천동(서울어린이집 부근),9,9,0,9,0,0,126.96674008152,37.474221226031,45.0,0.1333,0.7283,medium,주의
6931869,2024051,2024,1162010200,11620003,서울 관악구3,서울 관악구 신림동(서원치안센터 부근),서울 관악구 신림동(서원치안센터 부근),9,9,0,9,0,0,126.928405740946,37.481411845653,45.0,0.1333,0.7283,medium,주의
6931844,2024051,2024,1162010100,11620004,서울 관악구4,서울 관악구 봉천동(봉천제일종합시장 부근),서울 관악구 봉천동(봉천제일종합시장 부근),8,9,2,6,0,1,126.943918915723,37.481842365626,52.5,0.2333,0.871,high,고위험
6932191,2024051,2024,1162010300,11620005,서울 관악구5,서울 관악구 남현동(사랑약국 부근),서울 관악구 남현동(사랑약국 부근),7,8,1,6,1,0,126.980898731541,37.4765145359,42.0,0.0933,0.6542,medium,주의
6932214,2024051,2024,1162010200,11620006,서울 관악구6,서울 관악구 신림동(구로전화국교차로 부근),서울 관악구 신림동(구로전화국교차로 부근),7,7,1,6,0,0,126.902914480998,37.479735296123,41.0,0.08,0.6361,medium,주의
6931890,2024051,2024,1162010100,11620007,서울 관악구7,서울 관악구 봉천동(늘푸른어린이집 부근),서울 관악구 봉천동(늘푸른어린이집 부근),7,7,0,7,0,0,126.94526754873,37.480180741511,35.0,0.0,0.3196,low,관심
6931964,2024051,2024,1162010200,11620008,서울 관악구8,서울 관악구 신림동(새난곡약국 부근),서울 관악구 신림동(새난곡약국 부근),7,7,0,7,0,0,126.918363392966,37.47354078145,35.0,0.0,0.3196,low,관심
6932109,2024051,2024,1162010200,11620009,서울 관악구9,서울 관악구 신림동(편한M약국 부근),서울 관악구 신림동(편한M약국 부근),7,7,0,7,0,0,126.930208870861,37.482558506555,35.0,0.0,0.3196,low,관심
6931988,2024051,2024,1165010800,11650001,서울 서초구1,서울 서초구 서초동(에이원약국 부근),서울 서초구 서초동(에이원약국 부근),11,11,0,11,0,0,127.025904216861,37.499728451935,55.0,0.2667,0.9007,high,고위험
6931827,2024051,2024,1165010100,11650002,서울 서초구2,서울 서초구 방배동(사당13번약국 부근),서울 서초구 방배동(사당13번약국 부근),9,10,0,10,0,0,126.982629037313,37.477651431707,49.0,0.1867,0.8065,high,고위험
6931930,2024051,2024,1165010200,11650003,서울 서초구3,서울 서초구 양재동(엔스온누리약국 부근),서울 서초구 양재동(엔스온누리약국 부근),8,8,1,7,0,0,127.036400393111,37.482214756874,46.0,0.1467,0.7722,medium,주의
6932151,2024051,2024,1165010800,11650004,서울 서초구4,서울 서초구 서초동(한나어린이집 부근),서울 서초구 서초동(한나어린이집 부근),8,8,0,8,0,0,127.020321725522,37.496623556217,40.0,0.0667,0.5282,medium,주의
6932152,2024051,2024,1165010600,11650005,서울 서초구5,서울 서초구 잠원동(반포역 7호선 부근),서울 서초구 잠원동(반포역 7호선 부근),7,7,1,6,0,0,127.012189780783,37.508672581181,41.0,0.08,0.6361,medium,주의
6931923,2024051,2024,1165010800,11650006,서울 서초구6,서울 서초구 서초동(서초우리약국 부근),서울 서초구 서초동(서초우리약국 부근),7,7,0,7,0,0,127.008430520331,37.490185372774,35.0,0.0,0.3196,low,관심
6931887,2024051,2024,1168010600,11680001,서울 강남구1,서울 강남구 대치동(테헤란건강약국 부근),서울 강남구 대치동(테헤란건강약국 부근),9,10,0,10,0,0,127.051202977226,37.503573909776,49.0,0.1867,0.8065,high,고위험
6931957,2024051,2024,1168010100,11680002,서울 강남구2,서울 강남구 역삼동(센터필드교차로 부근),서울 강남구 역삼동(센터필드교차로 부근),7,9,0,8,1,0,127.042906951933,37.502042190992,40.0,0.0667,0.5282,medium,주의
6932031,2024051,2024,1168010800,11680003,서울 강남구3,서울 강남구 논현동(민트약국 부근),서울 강남구 논현동(민트약국 부근),7,7,0,7,0,0,127.02079077358,37.5144164982,35.0,0.0,0.3196,low,관심
6932130,2024051,2024,1168010600,11680004,서울 강남구4,서울 강남구 대치동(동명온누리약국 부근),서울 강남구 대치동(동명온누리약국 부근),7,9,0,7,2,0,127.053392967778,37.497593530406,37.0,0.0267,0.3891,low,관심
6931893,2024051,2024,1168010600,11680005,서울 강남구5,서울 강남구 대치동(메디칼청실약국 부근),서울 강남구 대치동(메디칼청실약국 부근),7,7,0,7,0,0,127.059160498217,37.492745861722,35.0,0.0,0.3196,low,관심
6932091,2024051,2024,1168010100,11680006,서울 강남구6,서울 강남구 역삼동(강남역사거리 부근),서울 강남구 역삼동(강남역사거리 부근),7,7,0,7,0,0,127.028034831743,37.4984838571,35.0,0.0,0.3196,low,관심
6931920,2024051,2024,1171010100,11710001,서울 송파구1,서울 송파구 잠실동(헬로팜약국 부근),서울 송파구 잠실동(헬로팜약국 부근),13,17,0,15,2,0,127.082811466656,37.511000648513,75.0,0.5333,0.9864,high,고위험
6932032,2024051,2024,1171011100,11710002,서울 송파구2,서울 송파구 방이동(친절한약국 부근),서울 송파구 방이동(친절한약국 부근),10,11,0,11,0,0,127.109530178548,37.514627606426,54.0,0.2533,0.8805,high,고위험
6932002,2024051,2024,1171011400,11710003,서울 송파구3,서울 송파구 마천동(마천2동주민센터 부근),서울 송파구 마천동(마천2동주민센터 부근),8,8,0,8,0,0,127.149465218968,37.497048067393,40.0,0.0667,0.5282,medium,주의
6932235,2024051,2024,1171011400,11710004,서울 송파구4,서울 송파구 마천동(마천사거리 부근),서울 송파구 마천동(마천사거리 부근),7,7,1,6,0,0,127.145938457202,37.497534599617,41.0,0.08,0.6361,medium,주의
6932027,2024051,2024,1171011300,11710005,서울 송파구5,서울 송파구 거여동(거여역교차로 부근),서울 송파구 거여동(거여역교차로 부근),7,7,0,7,0,0,127.143926141452,37.492727280848,35.0,0.0,0.3196,low,관심
6931901,2024051,2024,1171010100,11710006,서울 송파구6,서울 송파구 잠실동(잠실새내역교차로 부근),서울 송파구 잠실동(잠실새내역교차로 부근),7,7,0,7,0,0,127.085227204921,37.511456695804,35.0,0.0,0.3196,low,관심
6932042,2024051,2024,1174010800,11740001,서울 강동구1,서울 강동구 천호동(강동역 5호선 부근),서울 강동구 천호동(강동역 5호선 부근),7,7,0,7,0,0,127.132638065165,37.535637793045,35.0,0.0,0.3196,low,관심
6932068,2024051,2024,1174010900,11740002,서울 강동구2,서울 강동구 천호동(상미어린이집 부근),서울 강동구 천호동(상미어린이집 부근),7,7,0,7,0,0,127.13326522518,37.546336970127,35.0,0.0,0.3196,low,관심
6932088,2024051,2024,1174010900,11740003,서울 강동구3,서울 강동구 천호동(새실로암약국 부근),서울 강동구 천호동(새실로암약국 부근),7,7,0,7,0,0,127.143792119324,37.549494460371,35.0,0.0,0.3196,low,관심
6931968,2024051,2024,2611014000,26110001,부산 중구1,부산 중구 남포동5가(남포사거리 부근),부산 중구 남포동5가(남포사거리 부근),16,16,1,15,0,0,129.028611253322,35.097673167988,86.0,0.68,0.995,high,고위험
6932159,2024051,2024,2611014100,26110002,부산 중구2,부산 중구 남포동6가(자갈치교차로 부근),부산 중구 남포동6가(자갈치교차로 부근),8,8,0,8,0,0,129.026648325584,35.096832349696,40.0,0.0667,0.5282,medium,주의
6932149,2024051,2024,2611013200,26110003,부산 중구3,부산 중구 창선동2가(국제시장사거리 부근),부산 중구 창선동2가(국제시장사거리 부근),8,8,0,8,0,0,129.027057921417,35.099383283633,40.0,0.0667,0.5282,medium,주의
6932132,2024051,2024,2611012100,26110004,부산 중구4,부산 중구 보수동2가(보수사거리 부근),부산 중구 보수동2가(보수사거리 부근),7,9,1,6,2,0,129.024978693094,35.102312675921,43.0,0.1067,0.6628,medium,주의
6932243,2024051,2024,2611013900,26110005,부산 중구5,부산 중구 남포동4가(남포대동약국 부근),부산 중구 남포동4가(남포대동약국 부근),7,7,0,7,0,0,129.032678372532,35.097823970632,35.0,0.0,0.3196,low,관심
6931828,2024051,2024,2614010600,26140001,부산 서구1,부산 서구 서대신동3가(마리아유치원 부근),부산 서구 서대신동3가(마리아유치원 부근),8,9,0,8,1,0,129.01500662465,35.113608802279,41.0,0.08,0.6361,medium,주의
6932196,2024051,2024,2614012000,26140002,부산 서구2,부산 서구 충무동1가(명성약국 부근),부산 서구 충무동1가(명성약국 부근),7,7,1,6,0,0,129.024607062188,35.095463353523,41.0,0.08,0.6361,medium,주의
6931980,2024051,2024,2617010100,26170001,부산 동구1,부산 동구 초량동(부산역온누리약국 부근),부산 동구 초량동(부산역온누리약국 부근),14,15,1,13,1,0,129.039657679263,35.115421450288,77.0,0.56,0.9889,high,고위험
6932112,2024051,2024,2617010400,26170002,부산 동구2,부산 동구 범일동(부산진시장앞교차로 부근),부산 동구 범일동(부산진시장앞교차로 부근),10,10,2,8,0,0,129.059773184764,35.137133628232,62.0,0.36,0.9486,high,고위험
6932244,2024051,2024,2617010200,26170003,부산 동구3,부산 동구 수정동(해피투데이 부근),부산 동구 수정동(해피투데이 부근),8,9,0,9,0,0,129.045895321921,35.128176522358,44.0,0.12,0.6779,medium,주의
6931966,2024051,2024,2617010400,26170004,부산 동구4,부산 동구 범일동(다정온누리약국 부근),부산 동구 범일동(다정온누리약국 부근),7,8,0,8,0,0,129.059837319264,35.139051595687,39.0,0.0533,0.432,medium,주의
6932233,2024051,2024,2617010100,26170005,부산 동구5,부산 동구 초량동(초량교차로 부근),부산 동구 초량동(초량교차로 부근),7,7,0,7,0,0,129.042622889583,35.119444833422,35.0,0.0,0.3196,low,관심
6932200,2024051,2024,2617010100,26170006,부산 동구6,부산 동구 초량동(초량이편한어린이집 부근),부산 동구 초량동(초량이편한어린이집 부근),7,7,0,7,0,0,129.039996643468,35.122936615566,35.0,0.0,0.3196,low,관심
6931802,2024051,2024,2620012100,26200001,부산 영도구1,부산 영도구 동삼동(동삼시장 부근),부산 영도구 동삼동(동삼시장 부근),11,11,0,11,0,0,129.070421560851,35.078881399298,55.0,0.2667,0.9007,high,고위험
6931812,2024051,2024,2620010200,26200002,부산 영도구2,부산 영도구 대교동2가(효승당약국 부근),부산 영도구 대교동2가(효승당약국 부근),10,10,0,10,0,0,129.041606216278,35.091086371969,50.0,0.2,0.8407,high,고위험
6931804,2024051,2024,2620010900,26200003,부산 영도구3,부산 영도구 영선동2가(남항시장사거리 부근),부산 영도구 영선동2가(남항시장사거리 부근),8,8,0,8,0,0,129.041257984156,35.087912141014,40.0,0.0667,0.5282,medium,주의
6932182,2024051,2024,2620010800,26200004,부산 영도구4,부산 영도구 영선동1가(소방서앞사거리 부근),부산 영도구 영선동1가(소방서앞사거리 부근),7,8,1,7,0,0,129.043239465409,35.090469170901,45.0,0.1333,0.7283,medium,주의
6931969,2024051,2024,2620011700,26200005,부산 영도구5,부산 영도구 봉래동3가(봉래교차로 부근),부산 영도구 봉래동3가(봉래교차로 부근),7,7,0,7,0,0,129.044041524609,35.092539860898,35.0,0.0,0.3196,low,관심
6932116,2024051,2024,2623010300,26230001,부산 부산진구1,부산 부산진구 부전동(새봄약국 부근),부산 부산진구 부전동(새봄약국 부근),17,23,0,21,2,0,129.058794371693,35.159153606742,103.0,0.9067,0.9995,high,고위험
6932237,2024051,2024,2623010300,26230002,부산 부산진구2,부산 부산진구 부전동(상상마당사거리 부근),부산 부산진구 부전동(상상마당사거리 부근),12,13,0,13,0,0,129.057465013801,35.153967868687,64.0,0.3867,0.9536,high,고위험
6932143,2024051,2024,2623010300,26230003,부산 부산진구3,부산 부산진구 부전동(부전지구대 부근),부산 부산진구 부전동(부전지구대 부근),12,12,0,12,0,0,129.061629241912,35.163132008556,60.0,0.3333,0.935,high,고위험
6932185,2024051,2024,2623010300,26230004,부산 부산진구4,부산 부산진구 부전동(주한코트디브와르영사관 부근),부산 부산진구 부전동(주한코트디브와르영사관 부근),12,14,0,12,2,0,129.061150553883,35.160294931402,62.0,0.36,0.9486,high,고위험
6932218,2024051,2024,2623010300,26230005,부산 부산진구5,부산 부산진구 부전동(편안한약국 부근),부산 부산진구 부전동(편안한약국 부근),12,12,0,12,0,0,129.057195053858,35.157640694805,60.0,0.3333,0.935,high,고위험
6932212,2024051,2024,2623010300,26230006,부산 부산진구6,부산 부산진구 부전동(선화약국 부근),부산 부산진구 부전동(선화약국 부근),11,13,0,11,2,0,129.060003172241,35.155677376129,57.0,0.2933,0.9183,high,고위험
6931907,2024051,2024,2623010900,26230007,부산 부산진구7,부산 부산진구 당감동(당감꼬리 부근),부산 부산진구 당감동(당감꼬리 부근),10,11,1,10,0,0,129.034680579793,35.165068796325,60.0,0.3333,0.935,high,고위험
6932234,2024051,2024,2623010300,26230008,부산 부산진구8,부산 부산진구 부전동(삼전교차로 부근),부산 부산진구 부전동(삼전교차로 부근),8,8,0,8,0,0,129.063686295142,35.16334454108,40.0,0.0667,0.5282,medium,주의
6932217,2024051,2024,2623010300,26230009,부산 부산진구9,부산 부산진구 부전동(서면공구골목 부근),부산 부산진구 부전동(서면공구골목 부근),8,11,0,8,3,0,129.061515475234,35.156800677262,43.0,0.1067,0.6628,medium,주의
6932189,2024051,2024,2623010400,26230010,부산 부산진구10,부산 부산진구 범천동(무지개다리 부근),부산 부산진구 범천동(무지개다리 부근),7,8,0,8,0,0,129.063939097005,35.142103845733,39.0,0.0533,0.432,medium,주의
6931841,2024051,2024,2623010300,26230011,부산 부산진구11,부산 부산진구 부전동(중앙치안센터 부근),부산 부산진구 부전동(중앙치안센터 부근),7,8,0,8,0,0,129.061971120059,35.154793234753,39.0,0.0533,0.432,medium,주의
6932049,2024051,2024,2623010300,26230012,부산 부산진구12,부산 부산진구 부전동(부전사거리 부근),부산 부산진구 부전동(부전사거리 부근),7,7,0,7,0,0,129.062965471407,35.161354496621,35.0,0.0,0.3196,low,관심
6932229,2024051,2024,2623010300,26230013,부산 부산진구13,부산 부산진구 부전동(서면시장 부근),부산 부산진구 부전동(서면시장 부근),7,8,0,7,1,0,129.057291453856,35.155786651723,36.0,0.0133,0.3785,low,관심
6932177,2024051,2024,2623010300,26230014,부산 부산진구14,부산 부산진구 부전동(순풍약국 부근),부산 부산진구 부전동(순풍약국 부근),7,7,0,7,0,0,129.056354396948,35.160695020055,35.0,0.0,0.3196,low,관심
6931986,2024051,2024,2623010300,26230015,부산 부산진구15,부산 부산진구 부전동(엘살바도르명예영사관 부근),부산 부산진구 부전동(엘살바도르명예영사관 부근),7,7,0,7,0,0,129.055465560114,35.154448683865,35.0,0.0,0.3196,low,관심
6932228,2024051,2024,2623010200,26230016,부산 부산진구16,부산 부산진구 전포동(전포동부산은행앞사거리 부근),부산 부산진구 전포동(전포동부산은행앞사거리 부근),7,8,0,7,1,0,129.065570545386,35.155008233417,36.0,0.0133,0.3785,low,관심
6931829,2024051,2024,2626010900,26260001,부산 동래구1,부산 동래구 사직동(사직2동 행정복지센터 부근),부산 동래구 사직동(사직2동 행정복지센터 부근),7,7,0,7,0,0,129.05843853252,35.199272803228,35.0,0.0,0.3196,low,관심
6931876,2024051,2024,2626010800,26260002,부산 동래구2,부산 동래구 온천동(미남교 부근),부산 동래구 온천동(미남교 부근),7,7,0,7,0,0,129.065048069768,35.209936130392,35.0,0.0,0.3196,low,관심
6931796,2024051,2024,2629010600,26290001,부산 남구1,부산 남구 대연동(대연동못골시장 부근),부산 남구 대연동(대연동못골시장 부근),13,13,0,13,0,0,129.089567432356,35.135609537603,65.0,0.4,0.9597,high,고위험
6932248,2024051,2024,2629010900,26290002,부산 남구2,부산 남구 문현동(21세기우리네약국 부근),부산 남구 문현동(21세기우리네약국 부근),10,10,2,8,0,0,129.073295205409,35.13650931246,62.0,0.36,0.9486,high,고위험
6931982,2024051,2024,2629010600,26290003,부산 남구3,부산 남구 대연동(대연사거리 부근),부산 남구 대연동(대연사거리 부근),10,10,1,9,0,0,129.091924557958,35.135542937178,56.0,0.28,0.9108,high,고위험
6931859,2024051,2024,2629010900,26290004,부산 남구4,부산 남구 문현동(문현주유소 부근),부산 남구 문현동(문현주유소 부근),9,9,0,9,0,0,129.067809264582,35.135798856954,45.0,0.1333,0.7283,medium,주의
6931854,2024051,2024,2629010600,26290005,부산 남구5,부산 남구 대연동(못골사거리 부근),부산 남구 대연동(못골사거리 부근),8,8,1,7,0,0,129.08685432473,35.135084406447,46.0,0.1467,0.7722,medium,주의
6932138,2024051,2024,2629010600,26290006,부산 남구6,부산 남구 대연동(유엔교차로 부근),부산 남구 대연동(유엔교차로 부근),8,8,0,8,0,0,129.092259975426,35.130272451849,40.0,0.0667,0.5282,medium,주의
6931885,2024051,2024,2629010600,26290007,부산 남구7,부산 남구 대연동(용소삼거리 부근),부산 남구 대연동(용소삼거리 부근),7,8,0,7,1,0,129.100846714888,35.136981759724,36.0,0.0133,0.3785,low,관심
6932053,2024051,2024,2629010700,26290008,부산 남구8,부산 남구 용호동(용호2치안센터 부근),부산 남구 용호동(용호2치안센터 부근),7,7,0,7,0,0,129.110731315888,35.112239701391,35.0,0.0,0.3196,low,관심
6931856,2024051,2024,2632010400,26320001,부산 북구1,부산 북구 덕천동(구포119안전센터 부근),부산 북구 덕천동(구포119안전센터 부근),10,10,0,10,0,0,129.007841944349,35.210608130689,50.0,0.2,0.8407,high,고위험
6932054,2024051,2024,2632010500,26320002,부산 북구2,부산 북구 구포동(덕천교차로 부근),부산 북구 구포동(덕천교차로 부근),7,8,1,7,0,0,129.005635827499,35.210087858638,45.0,0.1333,0.7283,medium,주의
6932086,2024051,2024,2635010300,26350001,부산 해운대구1,부산 해운대구 반여동(반여2동행정복지센터 부근),부산 해운대구 반여동(반여2동행정복지센터 부근),7,7,1,6,0,0,129.131029023529,35.195514171871,41.0,0.08,0.6361,medium,주의
6932075,2024051,2024,2635010100,26350002,부산 해운대구2,부산 해운대구 반송동(반송도서관교차로 부근),부산 해운대구 반송동(반송도서관교차로 부근),7,7,0,7,0,0,129.148575843046,35.22568342149,35.0,0.0,0.3196,low,관심
6932183,2024051,2024,2635010600,26350003,부산 해운대구3,부산 해운대구 중동(미포교차로 부근),부산 해운대구 중동(미포교차로 부근),7,7,0,7,0,0,129.171045727185,35.161127361677,35.0,0.0,0.3196,low,관심
6932025,2024051,2024,2638010200,26380001,부산 사하구1,부산 사하구 당리동(삼성온누리약국 부근),부산 사하구 당리동(삼성온누리약국 부근),8,9,0,8,1,0,128.969788172793,35.105214660225,41.0,0.08,0.6361,medium,주의
6932077,2024051,2024,2638010100,26380002,부산 사하구2,부산 사하구 괴정동(괴정골목시장 부근),부산 사하구 괴정동(괴정골목시장 부근),7,7,0,7,0,0,128.993870503356,35.099166401828,35.0,0.0,0.3196,low,관심
6931962,2024051,2024,2638010400,26380003,부산 사하구3,부산 사하구 신평동(강동병원앞교차로 부근),부산 사하구 신평동(강동병원앞교차로 부근),7,7,0,7,0,0,128.977592574994,35.090348925895,35.0,0.0,0.3196,low,관심
6932207,2024051,2024,2638010300,26380004,부산 사하구4,부산 사하구 하단동(누리마을감자탕 하단점 부근),부산 사하구 하단동(누리마을감자탕 하단점 부근),7,7,0,7,0,0,128.967491709101,35.107330413661,35.0,0.0,0.3196,low,관심
6932076,2024051,2024,2638010300,26380005,부산 사하구5,부산 사하구 하단동(하단초등학교 부근),부산 사하구 하단동(하단초등학교 부근),7,7,0,7,0,0,128.965508373621,35.105602397223,35.0,0.0,0.3196,low,관심
6932223,2024051,2024,2641011000,26410001,부산 금정구1,부산 금정구 서동(굿모닝약국 부근),부산 금정구 서동(굿모닝약국 부근),18,18,0,18,0,0,129.105219994253,35.21458973222,90.0,0.7333,0.996,high,고위험
6932105,2024051,2024,2641011000,26410002,부산 금정구2,부산 금정구 서동(동서약국 부근),부산 금정구 서동(동서약국 부근),8,8,0,8,0,0,129.10296392891,35.214389724432,40.0,0.0667,0.5282,medium,주의
6932066,2024051,2024,2641011000,26410003,부산 금정구3,부산 금정구 서동(금사교차로 부근),부산 금정구 서동(금사교차로 부근),7,7,0,7,0,0,129.108247505873,35.214939933545,35.0,0.0,0.3196,low,관심
6931911,2024051,2024,2647010200,26470001,부산 연제구1,부산 연제구 연산동(세이 부근),부산 연제구 연산동(세이 부근),10,10,0,10,0,0,129.076712698963,35.182495879473,50.0,0.2,0.8407,high,고위험
6931818,2024051,2024,2647010200,26470002,부산 연제구2,부산 연제구 연산동(애니팜약국 부근),부산 연제구 연산동(애니팜약국 부근),8,8,0,8,0,0,129.08122535531,35.188132038119,40.0,0.0667,0.5282,medium,주의
6932175,2024051,2024,2647010200,26470003,부산 연제구3,부산 연제구 연산동(오호약국 부근),부산 연제구 연산동(오호약국 부근),7,7,0,7,0,0,129.080620910923,35.184732907171,35.0,0.0,0.3196,low,관심
6932215,2024051,2024,2647010200,26470004,부산 연제구4,부산 연제구 연산동(포포약국 부근),부산 연제구 연산동(포포약국 부근),7,8,0,7,1,0,129.083465318837,35.188505109785,36.0,0.0133,0.3785,low,관심
6931915,2024051,2024,2650010200,26500001,부산 수영구1,부산 수영구 수영동(수영팔도시장 부근),부산 수영구 수영동(수영팔도시장 부근),9,10,2,8,0,0,129.116002444416,35.1682562117,61.0,0.3467,0.943,high,고위험
6931863,2024051,2024,2650010100,26500002,부산 수영구2,부산 수영구 망미동(망미역교차로 부근),부산 수영구 망미동(망미역교차로 부근),8,8,0,8,0,0,129.10904931017,35.171465185355,40.0,0.0667,0.5282,medium,주의
6931944,2024051,2024,2650010100,26500003,부산 수영구3,부산 수영구 망미동(망미중앙시장 부근),부산 수영구 망미동(망미중앙시장 부근),7,8,1,6,1,0,129.107056182357,35.175627194618,42.0,0.0933,0.6542,medium,주의
6932038,2024051,2024,2650010400,26500004,부산 수영구4,부산 수영구 광안동(광안시장 부근),부산 수영구 광안동(광안시장 부근),7,7,0,7,0,0,129.113293241459,35.159931076843,35.0,0.0,0.3196,low,관심
6932064,2024051,2024,2650010400,26500005,부산 수영구5,부산 수영구 광안동(광안약국 부근),부산 수영구 광안동(광안약국 부근),7,7,0,7,0,0,129.109952723965,35.162635184279,35.0,0.0,0.3196,low,관심
6932239,2024051,2024,2650010400,26500006,부산 수영구6,부산 수영구 광안동(수영건강약국 부근),부산 수영구 광안동(수영건강약국 부근),7,8,0,7,1,0,129.114521736245,35.164772442437,36.0,0.0133,0.3785,low,관심
6932104,2024051,2024,2650010300,26500007,부산 수영구7,부산 수영구 민락동(센텀비스타동원2차어린이집 부근),부산 수영구 민락동(센텀비스타동원2차어린이집 부근),7,7,0,7,0,0,129.118321075232,35.166884756433,35.0,0.0,0.3196,low,관심
6932017,2024051,2024,2653010300,26530001,부산 사상구1,부산 사상구 덕포동(대한약국 부근),부산 사상구 덕포동(대한약국 부근),8,9,2,6,1,0,128.983064870913,35.171360444873,53.0,0.24,0.8725,high,고위험
6932178,2024051,2024,2653010600,26530002,부산 사상구2,부산 사상구 주례동(부일약국 부근),부산 사상구 주례동(부일약국 부근),7,9,1,7,1,0,129.013160559693,35.149534528138,46.0,0.1467,0.7722,medium,주의
6932153,2024051,2024,2653010600,26530003,부산 사상구3,부산 사상구 주례동(주례역교차로 부근),부산 사상구 주례동(주례역교차로 부근),7,7,0,7,0,0,129.003910784116,35.150469927317,35.0,0.0,0.3196,low,관심
6932154,2024051,2024,2671025026,26710001,부산 기장군1,부산 기장군 기장읍(대영약국 부근),부산 기장군 기장읍(대영약국 부근),7,7,0,7,0,0,129.216343708783,35.243441280045,35.0,0.0,0.3196,low,관심
6931956,2024051,2024,2711010500,27110001,대구 중구1,대구 중구 삼덕동1가(동성로로데오거리 부근),대구 중구 삼덕동1가(동성로로데오거리 부근),13,15,0,13,2,0,128.598976595214,35.866322092554,67.0,0.4267,0.9682,high,고위험
6931861,2024051,2024,2711011700,27110002,대구 중구2,대구 중구 남일동(크레이지팡팡 부근),대구 중구 남일동(크레이지팡팡 부근),7,13,1,7,5,0,128.594013469954,35.868828980093,50.0,0.2,0.8407,high,고위험
6932080,2024051,2024,2714010300,27140001,대구 동구1,대구 동구 효목동(동구시장 부근),대구 동구 효목동(동구시장 부근),8,8,0,8,0,0,128.639106864895,35.874873984607,40.0,0.0667,0.5282,medium,주의
6931831,2024051,2024,2714011100,27140002,대구 동구2,대구 동구 방촌동(방촌역 대구1호선 부근),대구 동구 방촌동(방촌역 대구1호선 부근),7,8,0,7,1,0,128.670137597922,35.879876317238,36.0,0.0133,0.3785,low,관심
6931894,2024051,2024,2717010200,27170001,대구 서구1,대구 서구 비산동(북비산네거리 부근),대구 서구 비산동(북비산네거리 부근),7,8,0,7,1,0,128.570642739924,35.879652552061,36.0,0.0133,0.3785,low,관심
6931840,2024051,2024,2720010300,27200001,대구 남구1,대구 남구 대명동(서부정류장역 대구1호선 부근),대구 남구 대명동(서부정류장역 대구1호선 부근),7,7,2,5,0,0,128.557903331292,35.837296991478,47.0,0.16,0.7893,medium,주의
